"SEQ","VOYTERM","DATETIMEACTUALARRIVAL","DATETIMEACTUALDEPARTURE","WAGON","WAGTYPE","WPOS","ADDRESS_BARGEOPER","COPINOCODELOAD","COPINOCODEDISCHARGE","LOADINGORDISCHARGE","MAXTEU","TARE","LEN","SIZEFT","NRAXES","WAGONMODEL","PAYLOAD"
119753013,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33684557674-1",SGNS,10,$PCCGDY,R-FK 512,KF-R 511,L,3,20000,19.64,60,4,AAE s 19,60000
119753014,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"37804850170-4",SGGRSS,11,$PCCGDY,R-FK 512,KF-R 511,L,4,,,,,,
119753015,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"37804557127-0",SGNSS,12,$PCCGDY,R-FK 512,KF-R 511,L,3,20000,19.64,60,4,AAE s135,70000
119753016,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33884962480-8",Sggmrss,13,$PCCGDY,R-FK 512,KF-R 511,L,4.5,26480,29.59,90,6,Touax,108100
119753017,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33884961377-7",Sggmrss,14,$PCCGDY,R-FK 512,KF-R 511,L,4.5,27300,29.59,90,6,Touax,108000
119753018,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33884961618-4",SGGRSS,15,$PCCGDY,R-FK 512,KF-R 511,L,4,,,,,,
119753019,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33884962301-6",Sggmrss,16,$PCCGDY,R-FK 512,KF-R 511,L,4.5,26980,29.59,90,6,Touax,107600
119753020,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33884962396-6",Sggmrss,17,$PCCGDY,R-FK 512,KF-R 511,L,4.5,27000,29.59,90,6,Touax,107600
119753021,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33884962537-5",Sggmrss,18,$PCCGDY,R-FK 512,KF-R 511,L,4.5,26760,29.59,90,6,Touax,108200
119753022,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"37804557045-4",Sgns60,19,$PCCGDY,R-FK 512,KF-R 511,L,3,20000,19.64,60,4,AAE s107,70000
119753023,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"37804557210-4",SGNS,20,$PCCGDY,R-FK 512,KF-R 511,L,3,20000,19.64,60,4,AAE s 88,60000
119753024,CTTROT20210203POL,2021-02-03 14:40:00,2021-02-03 21:15:00,"33684953195-7",SGGMRS,21,$PCCGDY,R-FK 512,KF-R 511,L,4.5,29000,29.59,90,6,AAE s 49,91000
119817750,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554211-1",SGNS,1,$SHUTRO,RA/10541,,L,3,19650,19.74,60,4,,69800
119817751,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554110-5",SGNS,2,$SHUTRO,RA/10541,,L,3,19500,19.74,60,4,,69800
119817752,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554240-0",SGNS,3,$SHUTRO,RA/10541,,L,3,19700,19.74,60,4,,69800
119817753,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884561034-8",SGNS,4,$SHUTRO,RA/10541,,L,3,22650,23.13,60,4,,67100
119817754,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554182-4",SGNS,5,$SHUTRO,RA/10541,,L,3,19950,19.74,60,4,,69800
119817755,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884910109-6",SGNS/SH,6,$SHUTRO,RA/10541,,L,3,19450,19.78,60,4,,70200
119817756,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554559-3",SGNS,7,$SHUTRO,RA/10541,,L,3,19700,19.74,60,4,,70200
119817757,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554790-4",SGNS,8,$SHUTRO,RA/10541,,L,3,19750,19.74,60,4,,70000
119817758,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554601-3",SGNS,9,$SHUTRO,RA/10541,,L,3,19750,19.74,60,4,,70000
119817759,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554336-6",SGNS,10,$SHUTRO,RA/10541,,L,3,19600,19.74,60,4,,69800
119817760,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554350-7",SGNS,11,$SHUTRO,RA/10541,,L,3,20180,19.74,60,4,,69800
119817761,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554770-6",SGNS,12,$SHUTRO,RA/10541,,L,3,18900,19.74,60,4,,70200
119817762,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554175-8",SGNS,13,$SHUTRO,RA/10541,,L,3,20140,19.74,60,4,,69800
119817763,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884561067-8",SGNS,14,$SHUTRO,RA/10541,,L,3,22300,23.13,60,4,,67100
119817764,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554112-1",SGNS,15,$SHUTRO,RA/10541,,L,3,19250,19.74,60,4,,69800
119817765,CTTROT20210204DOURGES,2021-02-04 11:00:00,2021-02-04 16:15:00,"33884554677-3",SGNS,16,$SHUTRO,RA/10541,,L,3,19600,19.74,60,4,,70200
119847339,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"37804558982-7",SGNS,1,$PCCGDY,R-FK 516,KF-R 515,L,3,,,,,,
119847340,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"37804952303-8",SGGMRS,2,$PCCGDY,R-FK 516,KF-R 515,L,4.5,29000,29.59,90,6,AAE s 97,94000
119847341,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"33684953049-6",SGGMRS,3,$PCCGDY,R-FK 516,KF-R 515,L,4.5,29000,29.59,90,6,AAE s 49,100000
119847342,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"37804557179-1",SGNSS,4,$PCCGDY,R-FK 516,KF-R 515,L,3,20000,19.64,60,4,AAE s135,70000
119847343,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"31804557039-3",Sgns60,5,$PCCGDY,R-FK 516,KF-R 515,L,3,20000,19.64,60,4,AAE s 11,72000
119847344,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"37804963035-3",SGGMRS,6,$PCCGDY,R-FK 516,KF-R 515,L,4.5,,,,,,
119847345,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"37804963032-0",SGGMRS,7,$PCCGDY,R-FK 516,KF-R 515,L,4.5,,,,,,
119847346,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"33884961020-3",Sggmrss,8,$PCCGDY,R-FK 516,KF-R 515,L,4.5,26940,29.59,90,6,Touax,108000
119847347,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"33884961049-2",Sggmrss,9,$PCCGDY,R-FK 516,KF-R 515,L,4.5,27260,29.59,90,6,Touax,107600
119847348,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"37804557797-0",Sgns60,10,$PCCGDY,R-FK 516,KF-R 515,L,3,20000,19.64,60,4,AAE s 13,72000
119847349,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"37804556181-8",SGNSS,11,$PCCGDY,R-FK 516,KF-R 515,L,3,,,,,,
119847350,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"33544950041-2",SGGRS,12,$PCCGDY,R-FK 516,KF-R 515,L,4,28000,26.7,80,6,AAE s119,92000
119847351,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"33684556890-4",SGNSS,13,$PCCGDY,R-FK 516,KF-R 515,L,3,22000,19.9,60,4,AAE s 11,72000
119847352,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"31804557059-1",Sgns60,14,$PCCGDY,R-FK 516,KF-R 515,L,3,20000,19.64,60,4,AAE s 11,72000
119847353,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"31804557042-7",Sgns60,15,$PCCGDY,R-FK 516,KF-R 515,L,3,20000,19.64,60,4,AAE s 11,72000
119847354,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"37804963033-8",SGGMRS,16,$PCCGDY,R-FK 516,KF-R 515,L,4.5,,,,,,
119847355,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"33684556912-6",Sgns60,17,$PCCGDY,R-FK 516,KF-R 515,L,3,20000,19.64,60,4,AAE s 88,70000
119847356,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"33684556915-9",Sgns60,18,$PCCGDY,R-FK 516,KF-R 515,L,3,20000,19.64,60,4,AAE s 88,70000
119847357,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"33884961594-7",Sggmrss,19,$PCCGDY,R-FK 516,KF-R 515,L,4.5,27580,29.59,90,6,Touax,107600
119847358,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"31804557021-1",Sgns60,20,$PCCGDY,R-FK 516,KF-R 515,L,3,20000,19.64,60,4,AAE s 11,72000
119847359,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"33684558702-9",SGNSS,21,$PCCGDY,R-FK 516,KF-R 515,L,3,,,,,,
119847360,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"37804952554-6",SGGNS,22,$PCCGDY,R-FK 516,KF-R 515,L,4.5,,,,,,
119847361,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"31804557008-8",Sgns60,23,$PCCGDY,R-FK 516,KF-R 515,L,3,20000,19.64,60,4,AAE s 11,72000
119847362,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"33884962390-9",Sggmrss,24,$PCCGDY,R-FK 516,KF-R 515,L,4.5,26940,29.59,90,6,Touax,108000
119847363,CTTROT20210204POL,2021-02-04 11:45:00,2021-02-04 20:38:00,"37804556544-7",Sgns60,25,$PCCGDY,R-FK 516,KF-R 515,L,3,20000,19.64,60,4,AAE s107,70000
119860565,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"33854552197-7",PCC-SGNS,1,$CONTBA,ALLEEN LADEN,,L,3,,,,,,
119860566,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"33524960072-7",SGGMRS,2,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119860567,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"33854552178-7",PCC-RGS,3,$CONTBA,ALLEEN LADEN,,L,3,,,,,,
119860568,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960724-1",SGGRSS,4,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860569,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960722-5",SGGRSS,5,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860570,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960716-7",SGGRSS,6,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860571,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960717-5",SGGRSS,7,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860572,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960720-9",SGGRSS,8,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860573,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960718-3",SGGRSS,9,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860574,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960713-4",SGGRSS,10,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860575,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960715-9",SGGRSS,11,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860576,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960721-7",SGGRSS,12,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860577,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960712-6",SGGRSS,13,$CONTBA,ALLEEN LADEN,,L,4,28000,26.7,80,6,,92000
119860578,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960714-2",SGGRSS,14,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860579,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960719-1",SGGRSS,15,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860580,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960729-0",SGGRSS,16,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860581,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37844960726-6",SGGRSS,17,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860582,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37804960550-4",SGGRS,18,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860583,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37804960524-9",SGGRSS,19,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119860584,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"37804961409-2",SGGMRS,20,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119860585,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"33884552903-5",SGNS,21,$CONTBA,ALLEEN LADEN,,L,3,,,,,,
119860586,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"33884552952-2",SGNSS,22,$CONTBA,ALLEEN LADEN,,L,3,,,,,,
119860587,CTTROT20210205BASEL,2021-02-05 07:00:00,2021-02-05 09:10:00,"33884552949-8",SGNSS,23,$CONTBA,ALLEEN LADEN,,L,3,,,,,,
119872315,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"33884961346-2",SGGRSS,1,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119872316,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"33884975098-3",SGGMRSS,2,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872317,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804961406-8",SGGMRS,3,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872318,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"33524960059-4",SGGRSS,4,$CONTBA,,ALLEEN LOSSEN,L,4,26500,26.39,80,6,,
119872319,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"33854552156-3",SGNS,5,$CONTBA,,ALLEEN LOSSEN,L,3,20000,20,60,4,,72000
119872320,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37844960727-4",SGGRSS,6,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119872321,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37844960709-2",SGGRSS,7,$CONTBA,,ALLEEN LOSSEN,L,4,28000,26.7,80,6,,92000
119872322,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980601-1",SGGNS,8,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872323,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980607-8",SGGNS,9,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872324,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980606-0",SGGNS,10,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872325,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980600-3",SGGNS,11,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872326,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980602-9",SGGNS,12,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872327,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980611-0",SGGNS,13,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872328,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980603-7",SGGNS,14,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872329,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980604-5",SGGNS,15,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872330,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980605-2",SGGNS,16,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872331,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980609-4",SGGNS,17,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872332,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980608-6",SGGNS,18,$CONTBA,,ALLEEN LOSSEN,L,4.5,,,,,,
119872333,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"37804980610-2",SGGRS,19,$CONTBA,,ALLEEN LOSSEN,L,4,,,,,,
119872334,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"33884552995-1",SGJS,20,$CONTBA,,ALLEEN LOSSEN,L,3,,,,,,
119872335,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"33884552955-5",SGNS,21,$CONTBA,,ALLEEN LOSSEN,L,3,,,,,,
119872336,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"33884552994-4",SGNSS,22,$CONTBA,,ALLEEN LOSSEN,L,3,,,,,,
119872337,CTTROT20210205BASEL-B,2021-02-05 10:00:00,2021-02-05 15:00:00,"33884552999-3",SGMS,23,$CONTBA,,ALLEEN LOSSEN,L,5,,,,,,
119880550,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"33684953236-9",SGGMRS,1,$PCCGDY,R-FK 518,KF-R 517,L,4.5,29000,29.59,90,6,AAE s 49,94000
119880551,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"33884961399-1",Sggmrss,2,$PCCGDY,R-FK 518,KF-R 517,L,4.5,27300,29.59,90,6,Touax,108000
119880552,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804556658-5",Sgns60,3,$PCCGDY,R-FK 518,KF-R 517,L,3,20000,19.64,60,4,AAE s113,70000
119880553,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804557376-3",SGMMNS,4,$PCCGDY,R-FK 518,KF-R 517,L,2,,,,,,
119880554,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"33884961413-0",Sggmrss,5,$PCCGDY,R-FK 518,KF-R 517,L,4.5,27300,29.59,90,6,Touax,108000
119880555,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"33884962439-4",SGGMRS,6,$PCCGDY,R-FK 518,KF-R 517,L,4.5,,,,,,
119880556,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"33884961015-3",SGGMRS,7,$PCCGDY,R-FK 518,KF-R 517,L,4.5,,,,,,
119880557,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804557169-2",SGNSS,8,$PCCGDY,R-FK 518,KF-R 517,L,3,20000,19.64,60,4,AAE s135,70000
119880558,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"33884961007-0",Sggmrss,9,$PCCGDY,R-FK 518,KF-R 517,L,4.5,27600,29.59,90,6,Touax,107400
119880559,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"33884961334-8",Sggmrss,10,$PCCGDY,R-FK 518,KF-R 517,L,4.5,27300,29.59,90,6,Touax,107700
119880560,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"33684556272-5",SGNSS,11,$PCCGDY,R-FK 518,KF-R 517,L,3,20000,19.64,60,4,AAE s 88,70000
119880561,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"33684556107-3",Sgns60,12,$PCCGDY,R-FK 518,KF-R 517,L,3,20000,19.64,60,4,AAE s 11,72000
119880562,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804963043-7",SGGMRS,13,$PCCGDY,R-FK 518,KF-R 517,L,4.5,,,,,,
119880563,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804556905-0",Sgns60,14,$PCCGDY,R-FK 518,KF-R 517,L,3,20000,19.64,60,4,AAE s  7,72000
119880564,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804952318-6",Sggmrs90,15,$PCCGDY,R-FK 518,KF-R 517,L,4.5,29000,29.59,90,6,AAE s111,94000
119880565,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"33684953041-3",SGGMRS,16,$PCCGDY,R-FK 518,KF-R 517,L,4.5,30000,29.6,90,6,AAE s 49,108000
119880566,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804953044-7",SGGMRS,17,$PCCGDY,R-FK 518,KF-R 517,L,4.5,29000,29.59,90,6,AAE s 49,94000
119880567,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804558113-9",SGNSS,18,$PCCGDY,R-FK 518,KF-R 517,L,3,20000,19.64,60,4,AAE s135,70000
119880568,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804850081-3",SGGRSS,19,$PCCGDY,R-FK 518,KF-R 517,L,4,,,,,,
119880569,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"33684556273-3",SGNSS,20,$PCCGDY,R-FK 518,KF-R 517,L,3,20000,19.64,60,4,AAE s 88,70000
119880570,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804557383-9",SGNS,21,$PCCGDY,R-FK 518,KF-R 517,L,3,20000,19.64,60,4,AAE s113,60000
119880571,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804557801-0",Sgns60,22,$PCCGDY,R-FK 518,KF-R 517,L,3,20000,19.64,60,4,AAE s 13,72000
119880572,CTTROT20210205POL,2021-02-05 13:00:00,2021-02-05 21:25:00,"37804557155-1",SGNSS,23,$PCCGDY,R-FK 518,KF-R 517,L,3,20000,19.64,60,4,AAE s135,70000
119892427,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804950452-5",SGGRS,1,$PCCGDY,R-OGL 514,GLO-R 513,L,4,28000,26.7,80,6,AAE s119,92000
119892428,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804557221-1",SGNS,2,$PCCGDY,R-OGL 514,GLO-R 513,L,3,,,,,,
119892429,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804557638-6",SGNSS,3,$PCCGDY,R-OGL 514,GLO-R 513,L,3,20000,19.64,60,4,AAE s135,70000
119892430,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804557037-1",SGNSS,4,$PCCGDY,R-OGL 514,GLO-R 513,L,3,20000,19.64,60,4,AAE s107,70000
119892431,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"33684953231-0",SGGMRS,5,$PCCGDY,R-OGL 514,GLO-R 513,L,4.5,29000,29.59,90,6,AAE s 49,94000
119892432,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804557195-7",SGNSS,6,$PCCGDY,R-OGL 514,GLO-R 513,L,3,20000,19.64,60,4,AAE s135,70000
119892433,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"33684952015-8",SGGMRS,7,$PCCGDY,R-OGL 514,GLO-R 513,L,4.5,29000,29.59,90,6,AAE s 76,100000
119892434,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804557814-3",SGNSS,8,$PCCGDY,R-OGL 514,GLO-R 513,L,3,20000,19.64,60,4,AAE s121,70000
119892435,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804558157-6",SGNS,9,$PCCGDY,R-OGL 514,GLO-R 513,L,3,20000,19.64,60,4,AAE s 11,60000
119892436,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"33884961494-0",SGGNS,10,$PCCGDY,R-OGL 514,GLO-R 513,L,4.5,,,,,,
119892437,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"33544950042-0",SGGRS,11,$PCCGDY,R-OGL 514,GLO-R 513,L,4,28000,26.7,80,6,AAE s119,92000
119892438,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804557812-7",SGNSS,12,$PCCGDY,R-OGL 514,GLO-R 513,L,3,20000,19.64,60,4,AAE s121,70000
119892439,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"33884961026-0",SGGNS,13,$PCCGDY,R-OGL 514,GLO-R 513,L,4.5,,,,,,
119892440,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"33684952160-2",Sggmrs90,14,$PCCGDY,R-OGL 514,GLO-R 513,L,4.5,29000,29.59,90,6,AAE s 57,94000
119892441,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"33684557728-5",SGNSS,15,$PCCGDY,R-OGL 514,GLO-R 513,L,3,,,,,,
119892442,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804556634-6",Sgns60,16,$PCCGDY,R-OGL 514,GLO-R 513,L,3,20000,19.64,60,4,AAE s113,70000
119892443,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804556661-9",Sgns60,17,$PCCGDY,R-OGL 514,GLO-R 513,L,3,20000,19.64,60,4,AAE s113,70000
119892444,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804557360-7",SGNS,18,$PCCGDY,R-OGL 514,GLO-R 513,L,3,20000,19.64,60,4,AAE s 88,60000
119892445,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"31804557013-8",SGNS,19,$PCCGDY,R-OGL 514,GLO-R 513,L,3,20000,19.64,60,4,AAE s 11,60000
